什么是DataSource?	表示数据管道操作中被处理的数据，举例来说，一个OBSdatasource表示存放在OBS中的数据，它的path属性，表示了数据的存放路径。
数据仓库服务可以做什么？	数据仓库服务为用户提供一种即开即用、安全可靠的在线数据仓库服务，可以部署任意OLAP数据分析业务，如企业数据仓库，数据集市等。
云专线是否支持续订？怎么续订?	在管理控制台右上角单击用户名称。单击我的订单单击需要续订的订单所在行操作列下的详情进入订单详情页面。单击续订确认续订信息，单击提交如果无续订按钮，请联系技术支持。
如何使用华为云提供的openSUSE镜像源？	操作场景用户需要更新弹性云服务器的系统或者软件时，可以连接Internet，通过外部openSUSE镜像源提供相关服务。但是，如果弹性云服务器无法访问Internet，或者外部openSUSE镜像源提供的服务不稳定时，可以使用华为云提供的openSUSE镜像源进行更新。
每个帐户最多可以创建多少个文件系统？	目前每个帐户可创建最多10个共享文件系统，且支持同时创建，单个文件系统最大使用容量为512000GB。
CentOS6.5系统如何添加静态路由？	操作场景为系统添加静态路由，避免重启系统后路由丢失而影响到网络可用性。
数据超过了DDS实例的最大存储容量怎么办	如果您的应用程序所需的存储容量超过最大分配量，解决措施如下：扩容存储空间。增加shard分片。
我是否需要将磁盘签名文件随磁盘一起邮寄？	是的。创建服务单后，请下载磁盘签名文件放入待邮寄磁盘的根目录，且不要对磁盘签名文件进行加密。
M	公测期间是不收取费用的，您可以免费使用M服务。公测后收取相应费用，费用每小时费率主节点数使用时长每小时费率核心节点数使用时长
主题创建者是否可以控制他们所创建的主题中允许的传输协议？	暂不支持主题传输协议的设置。
什么是服务凭证	服务实例创建之后，如果要访问这个服务实例，都需要知道它的详细信息。这些信息不仅仅是地址和端口，更多的是业务上属性，比如服务实例的账号信息：用户名，密码，key文件等。这类实例的访问信息叫做服务访问凭证。常见的凭证格式有：服务数据库主机名或地址数据库端口号数据库名称数据库用户名数据库密码服务服务
如何自动部署我的应用？	您需要在创建私有镜像前，在源云服务器中安装应用，并设置开机自动启动。弹性伸缩组页签，单击伸缩组名称，在配置名称栏查看该伸缩组使用的伸缩配置详情。确认该伸缩配置选择的镜像是否为中创建的私有镜像。是，结束。弹性伸缩添加的云服务器可以自动部署您的应用了。否，执行创建一个新的伸缩配置，确认该伸缩配置选择的镜像即为中创建的私有镜像。弹性伸缩组页签，单击伸缩组名称，并在配置名称栏单击修改，将该伸缩组的伸缩配置变更为中新创建的伸缩配置。
可用分区之间的数据传输是否需要收费？	同一地域下的可用分区不收费，跨地域的可用分区则需要收费。
切换操作系统是否需要收费？	公有云平台免费为您提供弹性云服务器的切换操作系统功能。切换后，系统将根据您选择的产品重新计费，具体收费请参见产品价格详情
为什么云监控服务中的网络流量指标值与弹性云服务器系统内工具检测的指标不同？	因为云监控服务与弹性云服务器系统内指标检测软件的采样周期不同。云监控服务对弹性云服务器、云硬盘的采样周期是4分钟，而系统内工具的采样周期一般为1秒，远远小于云监控服务的采样周期。采样周期越大，短期内的数据失真越大。所以云监控更适合用于网站长期监测、长期监测运行在弹性云服务器内的应用趋势等。同时，使用云监控服务用户可通过设置阈值对资源进行提前告警，保证资源稳定可靠。
我的数据存储在哪里？	我的数据存储在哪里？显示一般性问题我的数据存储在哪里？我的数据存储在哪里？在OBS上创建桶时，您可以指定一个区域。在该区域内，您的数据存储在多台设备上。
CDN支持哪些业务类型？	不同业务类型的加速配置存在一定差异，当前支持以下方式：网站加速文件下载加速点播加速直播加速内测中，支持线下配置，需要提交工单申请
如何分辨针对性攻击和普通攻击？	可通过安全态势感知里的攻击者态势分析来分辨：攻击者态势界面，单击攻击者ID。查看该攻击者的攻击情况分析，查看攻击本用户和云平台的攻击次数以及目标个数所占比例，如图1所示。图1攻击情况分析点击放大
DIS有哪些模块及各模块功能？	服务控制面完成服务的开通、删除、配置操作，并将用户信息同步到数据面。完成数据面资源的申请与自动部署。服务数据面接收用户发送的请求，对已鉴权的数据接收并存储。接收用户获取数据的请求，在鉴权后输出对应的用户数据。按时老化存储在系统中的用户数据。根据用户配置，将用户数据存储到OBS。服务维护负责服务的安装、升级。负责服务的配置、巡检、日志收集与分析、运行监控。负责服务工单处理。用户SDK提供Java接口，供用户上传与下载数据。提供数据加密功能。
为什么创建队列时提示账号受限？	当租户余额小于100人民币时，无法创建队列，如需继续使用分布式消息服务，请为帐户充值。
我能创建和使用多少个伸缩策略和配置？	您默认可以创建10个弹性伸缩组，100个弹性伸缩配置。每个弹性伸缩组同一时刻支持使用1个伸缩配置，10个伸缩策略。如果系统提供的默认配额不能满足您的需求，请联系管理员进行处理。
为什么安全指数服务显示的概况与实际的配置不同？	如果用户刚进行了安全配置的修改，可以单击各个安全子项概况右上角的，以便后台立即对数据进行刷新及重新进行评估。
弹性伸缩服务是否收取费用？	弹性伸缩服务本身不收取费用。但会按伸缩组内的云服务器实例收取云服务器的费用。
加密镜像如何共享或者发布为市场镜像？	目前，加密镜像不允许共享或者发布为市场镜像，如果用户想要将某个加密的私有镜像共享或者发布为市场镜像，可以通过复制镜像功能，将该镜像复制为一个非加密的新镜像，再共享该非加密镜像共享或者将该非加密镜像发布为市场镜像。
华为云迁移都支持什么场景？	华为业务迁移解决方案主要分为如下场景：传统物理设备到云平台其他公司虚拟化平台到华为云平台华为云平台内部迁移。
数据存储在OBS和HDFS有什么区别？	集群处理的数据源来源于OBS或HDFS，HDFS是Hadoop分布式文件系统，OBS即对象存储服务，是一个基于对象的海量存储服务，为客户提供海量、安全、高可靠、低成本的数据存储能力。MRS可以直接处理OBS中的数据，客户可以基于云管理平台Web界面和OBS客户端对数据进行浏览、管理和使用，同时可以通过RESTAPI接口方式单独或集成到业务程序进行管理和访问数据。数据存储在OBS：数据存储和计算分离，集群存储成本低，存储量不受限制，并且集群可以随时删除，但计算性能取决于OBS访问性能，相对HDFS有所下降，建议在数据计算不频繁场景下使用。数据存储在HDFS：数据存储和计算不分离，集群成本较高，计算性能高，但存储量受磁盘空间限制，删除集群前需将数据导出保存，建议在数据计算频繁场景下使用。
支持哪几种开具发票模式？	系统支持按按到款开具发票按账期开具发票按订单开具发票模式，您可在管理控制台的用户中心自行选择。
服务单状态是“已过期”是什么意思？	已过期是什么意思？当从创建DES服务单开始，如果数据中心管理员在30天内都未接收到磁盘，服务单状态会自动由待寄送磁盘转换为已过期
专属云下购买云服务器与非专属云下购买云服务器有什么不同？	专属云下购买云服务器仅支持按需购买云服务器，不支持包周期购买云服务器。专属云下购买云服务器时，计算资源不计费，使用用户已购买的设备节点剩余的计算资源。如果计算资源不足，则不能继续购买云服务器。
每个主题最多支持多少个订阅者？	每个主题最多支持10000个订阅者。
什么是本地进程？	本地进程，即当前用户弹性云服务器中所有处于运行中的程序。
如何访问云容器引擎？	云容器引擎提供了Web化的服务管理平台，即管理控制台和基于HTTPS请求的API管理方式。方式用户可以通过调用API访问云容器引擎，具体操作请参见云容器引擎接口参考管理控制台方式如果用户已注册云容器引擎，可直接登录管理控制台，从主页选择云容器引擎
密集存储型/高计算型弹性云服务器的网卡无法正常工作，怎么办？	高计算型弹性云服务器的网卡无法正常工作，怎么办？问题描述在使用密集存储型高计算型弹性云服务器时，网卡无法正常工作。
我在什么场景下需要使用跨域资源共享？	我在什么场景下需要使用跨域资源共享？显示跨域资源共享我在什么场景下需要使用跨域资源共享？我在什么场景下需要使用跨域资源共享？使用OBSCORS配置的典型应用场景包括：通过CORS支持，使用JavaScript和HTML5来构建Web应用，直接访问OBS中的资源，而不再需要代理服务器做中转。使用HTML5中的拖拽功能，直接向OBS上传文件，展示上传进度，或是直接从Web应用中更新内容。托管在不同域中的外部网页、样式表和HTML5应用，现在可以引用存储在OBS中的Web字体或图片，让这些资源能被多个网站共享。
ECS无法连接到DDS实例的原因	遇到该问题，请参考以下步骤排查解决。先确认ECS实例和实例是否在同一个VPC。如果在，执行如果不在，需要重新创建ECS实例，使之和实例在同一个VPC下。查看ECS实例是否添加安全组。如果有，检查安全组的配置规则是否满足要求，详见购买数据库实例章节安全组的描述，然后执行如果没有，从ECS的实例详情页面，进入VPC页面，选择安全组，添加安全组。在弹性云服务器ECS上，测试是否可以正常连接到实例地址的端口。mongos的默认端口为8635。实例地址如果可以通信，说明网络是正常的，请检查数据库用户和密码，详见连接数据库实例如果端口不通，请联系售后技术支持协助排查。
事件文件可以存储多长时间？	默认情况下，云审计服务管理控制台可存储最近7天内的事件文件，而对于已保存至OBS桶的历史操作记录，您可以无限期存储这些事件文件。
如何修改Windows弹性云服务器网卡的MTU值？	最大传输单元是指一种通信协议的某一层上所能通过的最大数据报大小，取值范围1280，以字节为单位。以Windows2012为例，介绍Windows弹性云服务器网卡的MTU值的修改方法。开启网卡的JumboPacket。单击开始菜单，打开控制面板图1控制面板点击放大
如何绑定弹性IP？	可以通过申请弹性IP并将弹性IP绑定到弹性云服务器上，实现弹性云服务器访公网的目的。操作步骤登录控制台。在系统首页，选择网络虚拟私有云在左侧导航树，单击弹性IP单击申请弹性IP操作步骤请参考帮助中心虚拟私有云用户指南管理为弹性云服务器申请和绑定弹性IP说明：在绑定IP时，选择一台云服务器，应用即可被外网访问。
为什么要采用mysqldump/pg_dump工具迁移	工具迁移该方案优点是简单，容易上手，缺点是停机时间较长。因此它适用于数据量不大，或者允许停机的时间较长，并且在这个时间范围内能够完成的数据。由于RDS提供的关系数据库服务与原来的数据库服务是完全兼容的，所以对于用户来说，从原有数据库迁移到RDS数据的过程，与从一台数据库服务器迁移到另外一台数据库服务器的过程基本类似。
怎么解决查询运行缓慢的问题	可以通过查看慢查询日志来确定是否存在运行缓慢的查询，以及各个查询的性能特征如果有的话，从而定位查询运行缓慢的原因。查询日志，请参见慢查询日志您还可以查看实例的CPU使用率指标，协助定位问题，请参见使用CES监控
云服务器变更（添加、删除、扩容云硬盘）后能否使用备份恢复数据？	添加、删除、扩容云硬盘后能否使用备份恢复数据？如果您的云服务器做过备份后进行变更，还可以使用原有的备份恢复数据。但因为文件系统的限制，恢复数据后，云硬盘恢复为未变更前的状态，建议您在变更后重新做备份。
为什么查看事件窗口中，有些事件的IP、code、request、response和message字段为空？	、code、request、response和message字段并非必选信息：：当tracetype为SystemAction时，表示本次操作由服务内部触发，此时缺失IP字段为正常情况。：这三个字段是表示本事件所对应的API在调用HTTP请求时发送和接受到的body体和code码，内容由发送事件的云服务决定，缺失为正常情况。：该字段为预留给各云服务自身记录备注信息所用，内容由发送事件的云服务决定，缺失为正常情况。
分布式缓存服务是否支持修改配置参数？	处于运行中状态的缓存实例支持修改配置参数，集群实例暂不支持修改密码。
云报表服务支持哪些MySQL数据类型？	云报表服务支持的MySQL数据类型如表1所示。表1数据类型与云报表服务数据列类型对应关系数据类型云报表数据列类型
通过控制台可以修改哪些参数项（PostgreSQL）	允许通过控制台修改的参数项如下：的可配置参数如表1所示。的可配置参数，在表1的基础上新增表2说明：系统提供的默认参数组不允许修改，只可单击操作列中的查看进行查看。当用户参数设置不合理导致数据库无法启动时，可参考默认参数组重新配置。
Anti	在访问数据流量不超过自动限流触发值的场景下，提供DDoS攻击防护。对于正常业务访问流量超过自动限流触发值的应用，系统会进行自动限流措施正常访问流量会丢失。此场景下，建议用户自主购买第三方清洗中心服务，从第三方获取报表。说明：自动限流触发值由云服务器所在的服务区确定，具体值请查看实例IP的监控报表。
我是否可以对磁盘进行加密后再邮寄？	可以，DES支持使用第三方加密工具Truecrypt对数据进行加密。对磁盘加密后，请务必自行保管好加密密钥，并在启动数据上传时正确输入。如果密钥丢失，则无法解密您的数据。
如何使用部署管理？	部署服务提供可视化、一键式部署服务，支持并行部署和流水线无缝集成，实现部署环境标准化和部署过程自动化。
登录OBS管理控制台访问的OBS资源与登录OBS客户端访问的OBS资源是否相同？	登录OBS管理控制台访问的OBS资源与登录OBS客户端访问的OBS资源是否相同？显示安全性登录OBS管理控制台访问的OBS资源与登录OBS客户端访问的OBS资源是否相同？登录OBS管理控制台访问的OBS资源与登录OBS客户端访问的OBS资源是否相同？相同，用户通过帐户密码登录OBS管理控制台后，可在我的凭证页面创建该帐户对应的AK和SK，若用户使用该AK和SK登录OBS客户端，访问到的OBS资源与通过登录OBS管理控制台访问到的OBS资源相同。
ELB公网IP是否有并发连接数限制？	系统默认的ELB公网IP并发连接数为十万。如果需要更多并发连接数，请提交工单申请扩大并发连接数。提交工单的步骤如下。在管理控制台右上角单击用户名，选择提交工单进入提交工单页面，按照界面提示选择云服务区、业务类型、问题模板，输入问题描述等信息。单击提交
FunctionStage支持哪些编程语言？	目前支持的编程语言有Node、Python、Java。
为什么创建实例时提示帐号受限？	当租户余额小于100人民币时，无法创建实例，如需继续使用分布式缓存服务，请为帐户充值。
主备同步存在多长时间的延迟	主机与备机的同步延迟是无法利用公式来计算的，它会受到以下因素的影响：网络通信状况。主机的事务压力，即主机每秒执行的事务量。主机执行的事务大小，即一个事务要执行多久。备机和只读副本的机器负载状况。如果主机在某个时间段压力非常大，每秒执行的事务量非常多，备机通常会出现延迟。反之，延迟一般都是秒级。对于MySQL，可以在实例管理页面，展开HA集群下备机的详细信息，其中，复制源为该集群下的主机，在复制状态正常的情况下，通过查看复制时延，来获取当前主备同步延迟值。对于PostgreSQL，可以通过CES页面查看监控指标复制时延，来获取当前主备同步延迟值。具体的查看方法，请参见通过CES监控对于MicrosoftSQLServer，目前无法查看。
如何将用户程序提交到MRS中？	为用户提供程序执行平台，程序由用户自身开发，MRS负责程序的提交、执行和监控。那如何将用户程序提交至MRS中呢？新增作业时，将执行程序路径参数配置为用户程序的实际存放路径，如图1所示。图1新增作业点击放大
如何使用TrueCrypt工具对我待邮寄的磁盘进行加密？	您需要先从华为云开发者中心获取与您操作系统相匹配的工具版本，然后安装TrueCrypt并对数据进行加密。具体的工具安装和加密数据方法可参见数据快递服务用户指南
什么是云专线服务？	云专线服务是一个建立连接本地数据中心和云平台的专线网络服务。您可以利用云专线建立云与数据中心、办公室或主机托管区域的专线连接，降低网络时延，获得比Internet线路更好的网络体验。目前云专线仅支持MPLSVPN类型专线。
软件开发云支持哪些开发环境？	软件开发云支持的开发环境类型，如表1所示。说明：软件开发云支持的浏览器类型如下：及以上版本及以上版本及以上版本
云容灾解决方案faq	显示云容灾解决方案FAQ云容灾解决方案FAQ：华为云能提供哪些容灾解决方案？：华为容灾解决方案包括：主备容灾，双活容灾，两地三中心容灾。这里主要介绍的是基于华为云平台的主备容灾方案。如果您有双活容灾需求，我们将根据实际情况进行评估是否适合用华为云平台实现。：华为云容灾方案是基于哪种容灾技术实现？：云容灾方案即提供客户自有DC通过远程复制的技术将业务集中容灾到华为云，主要推荐采用华为自研存储的复制技术构建主备容灾系统。：容灾系统部署在华为云上的不同之处主要体现在哪些方面？：客户不需要独立建设容灾中心；在华为云上建设的容灾系统可以独享安全的网络和主机资源；容灾切换后，即容灾中心接管生产业务后，可根据弹性策略快速增加云主机。：容灾管理服务器的部署位置在生产中心还是容灾中心？：对部署在生产中心和容灾中心无特殊要求。一般推荐部署在容灾中心，即华为云上。如果客户将容灾管理服务器部署在生产中心，当生产中心故障时，容灾管理服务器也故障或者管理网络与容灾中心不连通，此时如果需要故障恢复，容灾管理服务器不能下发指令，客户只能通过手动操作进行故障恢复，手动操作时间长，容易出错，因此不推荐部署在生产中心。：容灾复制过程中链路发生故障，如何保障数据一致性？：容灾是以恢复业务应用为目标，必须尽可能地保持业务应用数据的一致性，以便能够在灾害发生时有效的保存即时数据，从而对原有应用进行恢复。华为主备容灾方案在应对容灾复制链路故障时，针对不同的场景均可有效保障生产中心和容灾中心的数据一致性：复制链路故障，生产中心业务正常。可通过华为主备容灾方案的断点续传功能保障数据一致性。当容灾复制过程中链路发生故障，生产中心会记录数据传输断点；链路恢复时，从复制中断点继续传输数据，保证生产中心和容灾中心的数据一致性。复制链路故障，同时生产中心故障。业务需要从生产中心切换到容灾中心运行；容灾中心通过快照自动回滚到最近一次复制完成后的完整业务数据，保证容灾中心业务数据的一致性，即生产业务可在容灾中心拉起，业务系统可以在容灾中心正常运行。：在哪种场景下，云容灾方案可支持一键式自动切换？：Oracle、SQLServer、DB2等大型数据库，一般建议采用物理机华为SAN存储方式部署，这种情况下，这些大型数据库可以一键式自动拉起切换。对于web应用主机，一般建议采用云主机的方式部署，拉起切换时需要登录华为云管理控制台启动相应的云主机，并确保应用可自动启动如设置计划任务或设置自启动服务：一键式自动切换后业务切换时间到底是多长？：业务切换时间和客户现网环境相关，主备容灾方案提供的一键式自动切换是将手动操作变为自动操作，减少人为操作时间，但是一些系统固定时间不能缩短，如主机应用启动时间、灾难切换的决策时间等。Oralce数据库切换的时间与数据库容量相关，通常时间为分钟级。：如何区分同步复制和异步复制的应用场景？：同步复制与异步复制最主要的区别在于RPO，即数据丢失量。基于同步复制的主备容灾解决方案，可以保证在生产中心系统出现灾难时，容灾中心存在一份与生产中心数据完全一致的数据副本具有完整的一致性，即可以实现零数据丢失。对于同步复制，生产中心必须等到数据成功的写到容灾中心，才能进行下一个I操作，同步复制对容灾链路的时延、距离有如下要求：容灾链路为FC链路，两个数据中心之间距离建议不超过100km。与同步复制相比，基于异步复制的主备容灾解决方案对带宽和距离的要求低很多，它只要求在某个时间段内能将数据全部复制到异地即可，同时异步复制的方式也不会明显影响应用系统的性能。其缺点是在本地生产数据发生灾难时，异地系统上的数据可能会短暂损失，但不影响异地系统的数据一致性。：客户自有的生产中心和华为云容灾中心之间带宽有限，使用容灾链路做初始同步太花时间，有没有其他更好的初始同步方案？若复制带宽不足，为快速完成初始数据同步，可采用以下几种方式：、临时增加复制带宽完成初始同步。、先将容灾中心的华为存储阵列搬到生产中心，在生产中心快速完成初始同步后，再将其搬迁到容灾中心。、通过移动介质存储中转进行初始同步。：容灾采用存储复制时，需要的带宽如何计算？如果采用同步复制，则要求链路带宽大于峰值业务写带宽。举例：某应用的峰值写带宽为10MB，平均写带宽为200KB，平均写IO大小为4KB；带宽利用率建议用60计算。网络带宽要求如果采用异步复制，则要求链路带宽大于平均业务写带宽。举例：某应用的峰值写带宽为10MB，平均写带宽为200KB，平均写IO大小为4KB；带宽利用率建议用60计算。网络带宽要求：远程复制时如果发生网络故障，网络恢复时，复制动作如何继续？：华为存储提供网络故障修复后，自动恢复复制的功能。：容灾管理软件对服务器的规格要求？：容灾管理软件支持云主机部署，标准配置规格为：4核8GB数据盘的云主机，操作系统选择WindowsServer2008R264位企业版。容灾管理软件所需要的建议带宽为10Mb
创建版本时无法导入模板怎么办？	当您的浏览器是IE9时，创建版本时可能无法使用导入模板功能，请参考如下步骤修改浏览器默认属性后重试。在浏览器主界面，单击点击放大选择选项单击选择安全页签。单击可选单击默认级别按钮。如果安全级别显示为自定义，请将设置还原为默认级别。滑动安全级别滑块，将安全级别调到级别。单击应用按钮。单击自定义级别对未标记为可安全执行脚本的ActiveX控件初始化并执行脚本设置为提示单击确定
我可以使用对象元数据做什么？	我可以使用对象元数据做什么？显示对象元数据我可以使用对象元数据做什么？我可以使用对象元数据做什么？元数据为描述对象的数据，主要是描述对象属性的信息。对象元数据是一组名称值对，用作对象管理的一部分。目前仅支持设置三种名称的系统定义的元数据。表1支持的三种名称的系统定义的元数据名称说明为请求的对象提供一个默认的文件名赋值给该对象，当下载对象或者访问对象时，以默认文件名命名的文件将直接在浏览器上显示或在访问时弹出文件下载对话框。例如：元数据名称选择为，元数据值填写为，当通过链接访问设置了该元数据的对象时，会直接弹出一个对象下载的对话框，且对象名称会被修改为指定对象内容显示的语言类型。例如：元数据名称选择为，元数据值填写为，当访问设置了该元数据的对象时，对象内容默认显示为英文。为对象提供重定向功能，重定向到其他对象或者外部的URL。重定向功能通过静态网站托管实现。例如：在桶属性静态网站托管页面将该桶中的的对象设置为静态网站托管的默认首页。再到对象管理页面将对象元数据名称选择为，元数据值填写为，当通过静态网站托管页面上的访问地址访问对象时，会直接重定向访问http
如何将云硬盘挂载给云服务器	管理控制台上，单击云硬盘所在行操作列下的挂载即可。
如何将DDS备份到弹性云服务器上	您可以通过mongodump和mongorestore的方式将数据库备份到ECS上。ECS不限制存放哪些数据，只要符合国家法律法规就行。您可以在ECS上存放数据库备份，但不建议将ECS作为数据库备份空间使用。强烈推荐使用实例的备份功能，将备份数据存放到专业的对象存储OBS上，以获得更高的数据可靠性和服务保障。
如何从云服务器访问文件系统？	要访问您的文件系统，您需要在Linux云服务器上使用挂载命令挂载文件系统。挂载完成后，可共享您的文件系统中的文件和目录。
哪些内容会占用用户所购买的RDS实例空间	用户正常的数据不包括备份数据，以及RDS实例正常运行所需的数据比如系统数据库、数据库回滚日志、重做日志、索引等。同时，包含如下RDS的必要日志文件：数据库产生的Binlog日志。数据库服务器产生的日志文件。数据库产生的日志文件日志、默认的Trace文件和代理日志文件等这些文件保证RDS实例正常稳定地运行。
告警状态有哪些？	目前云监控支持三种告警状态：告警、正常、数据不足。当告警规则被关闭时，告警状态为无效，界面显示为已停用数据不足指告警规则最近的一个监控周期内没有相应的指标数据，通常是由于相应服务实例被删除或状态异常导致的。
弹性负载均衡是什么？	弹性负载均衡，以下简称ELB通过将访问流量自动分发到多台弹性云服务器，扩展应用系统对外的服务能力，实现更高水平的应用程序容错性能。用户通过基于浏览器、统一化视图的云计算管理图形化界面，可以创建ELB，为服务配置需要监听的端口，配置云服务器。消除单点故障，提高整个系统的可用性。
针对管理控制台的异常提示信息，应该如何处理？	问题描述您可以通过本FAQ解决如下问题：用户在管理控制台执行弹性云服务器相关操作后出现异常，针对管理控制台提示的异常信息，应该如何处理？用户参见弹性云服务器接口参考调用云服务器相关的API接口时，如果返回错误码，应该如何处理？
产品优势	产品优势显示一般性问题产品优势产品优势对象存储服务具有如下优势：数据稳定，业务可靠：OBS支撑华为手机云相册，数亿用户访问，稳定可靠。通过AZ内设备和数据多冗余、AZ之间数据容灾，保障数据持久性高达99，业务连续性高达99，远高于传统架构。多重防护，授权管理：OBS通过可信云认证，让数据存储安全放心。并支持多版本、服务端加密、防盗链、VPC网络隔离、访问日志审计以及细粒度的权限控制，保障数据安全可信。智能高效，随需扩展：OBS通过智能调度和响应，优化数据访问路径，并结合事件通知、传输加速、大数据垂直优化，为用户提供大并发、大带宽、稳定时延的数据访问体验，为业务保驾护航。简单易用，便于管理：OBS支持标准RESTAPI、多版本SDK和数据迁移工具，让业务快速上云。无需事先规划存储容量，存储资源可线性无限扩展，不用担心存储资源扩容、减容问题。数据分层，按需使用：提供按量计费和包年包月两种支付方式，支持标准、低频访问、归档数据独立计量计费，降低存储成本。
裸金属服务器能否更换操作系统？	暂时不支持更换操作系统。
集群删除之后，相关数据能否再次找回？	集群删除之后，部署在集群上的应用也会同步删除，无法恢复，请慎重删除集群。
视频显示黑屏？	、D3D没有正常启用。按WIN运行框输入dxdiag，弹出诊断工具，点显示栏，查看DirectDraw是否正常启用。、显示模块出错，可以查看日志定位。显示不了自己视频查看日志CVideoEngine显示不了别人视频查看日志CVideoEngine、显示不了别人视频，没有接收别人数据。查看日志是否隔段时间会有日志CVideoCell、显示不了自己视频，设备被其它程序占用。运行AMCAP，找到设备，看是否能出现视频。
如何确认SSL根证书的有效期	如果您正在使用SSL连接MySQL，执行如下命令查看证书有效期起止时间，判断证书是否到期。在证书到期前请及时更新根证书为最新版本：下载新的根证书文件或根证书捆绑包。重启实例以使新的根证书生效。使用新的根证书文件或根证书捆绑包连接实例。
DIS有哪些特点和优势？	永久在线：DIS永久在线，可以进行实时数据处理。利用DIS，您可以在数据生成时连续收集数据，并对您的业务和运营关键信息及时作出反应。无限扩展：DIS数据通道的吞吐量每小时可从数MB扩展到数TB，PUT记录每秒钟可从数千次扩展到数百万。易于使用：您可以在几秒钟内创建DIS数据通道，轻松的将数据放入通道中，并构建用于数据处理的应用程序。成本低廉：DIS没有前期成本，您只需要为实际使用的资源付费即可。并行处理：DIS可让您用多个应用程序同时处理同一个数据通道。例如，您可以让一个应用程序运行实时分析，让其他应用程序从同一个DIS数据通道中将数据发送至OBS。安全可靠：DIS可将数据保留24小时或168小时，以防数据在应用程序故障、个别机器故障或设施故障时丢失。
如何获得来访者的真实IP？	针对7层协议服务，ELB通过HttpHeader获取来访者真实IP，该功能已经默认开启，无需配置，也不能修改。针对4层协议服务需要配置TOA插件获取。配置TOA插件请参考插件配置
如何导出监控数据？	用户在云监控页面选择实例监控，单击导出监控数据，根据界面提示选择服务维度监控对象指标，最后单击导出导出监控报告中第一行是指标数据采集时间，以Unix时间戳形式显示；第二行仍是指标数据采集时间，以ISO标准显示；第三行是指标数据值。如需要将Unix时间戳转换成时区时间，请按照如下步骤：用Excel打开csv文件。将时间戳利用如下公式进行换算。计算公式为：目标时间时间戳目标时区设置单元格格式为日期。例如，将时间戳1475918112000转化为北京时间，北京时间为时区，计算出的北京时间，将结果格式设置为日期，选择2016形式显示，转换成时间后为2016
OBS是否支持断点续传功能？	是否支持断点续传功能？显示桶和对象是否支持断点续传功能？是否支持断点续传功能？客户端支持断点续传功能，OBS管理控制台、API、SDK暂不支持该功能。
如何使用华为云提供的Ubuntu镜像源？	操作场景用户需要更新弹性云服务器的系统或者软件时，可以连接Internet，通过外部Ubuntu镜像源提供相关服务。但是，如果弹性云服务器无法访问Internet，或者外部Ubuntu镜像源提供的服务不稳定时，可以使用华为云提供的Ubuntu镜像源进行更新。
生产、测试环境如何使用？	测试环境用于用户进行调测，不对用户计费，测试环境对每一位用户有最大接入并发数的限制，目前为最高5个并发，即最多同时有5个客户端可以接入使用服务。生产环境会对用户进行计费，用户在测试环境调测完毕后，将接入地址改为生产环境即可。目前服务处于公测阶段，为保证公测用户的体验质量，会对每一位用户限制最大接入并发数500，公测阶段暂不收费。
什么是CCE？	云容器引擎是为开发者、合作伙伴提供开发、部署、托管的容器应用平台，帮助用户快速、低成本地实现业务创新，缩短应用上市周期。
如何使用MRS？	是公有云的一项基础服务，使用简单。通过使用在集群中连接在一起的多台计算机，您可以运行各种任务，处理或者存储巨量数据。MRS的基本使用流程如下：准备数据准备程序和数据文件，用户需要先将本地的程序和数据文件上传至对象存储服务中。创建集群使用MRS的首要操作就是购买集群，集群购买数量受弹性云服务器数量限制。配置集群基本信息，完成集群的创建。为节省您的宝贵时间，且方便使用MRS，创建集群时可同时提交作业。说明：创建集群时只能新增一个作业，若需要新增多个作业，则需要执行步骤
使用RDS可以运行多少个RDS实例	默认情况下，RDS允许每个租户最多可创建20个RDS实例。如果您的应用程序需要更多RDS实例，可以向客户经理或客服提需求，申请更多RDS实例。
订阅终端地址可以修改吗？	订阅终端地址不允许修改。如果需要更换某个主题下的订阅终端地址，可在消息通知服务中删除原有的订阅终端，重新在该主题下选择订阅协议并输入对应的订阅终端。
如何查看专属云中的云服务器？	专属云界面，单击我的资源区域内的弹性云服务器。如图1所示。图1专属云资源信息点击放大
从运营商拉专线该怎么发起？	目前，需要客户自行从运营商的官方服务渠道联系商务沟通。
我可以购买多少块云硬盘	您可以购买最多100块云硬盘。
在通过API直接调用的方式使用OBS过程中，密钥（AK和SK）是否可以更换？	在通过API直接调用的方式使用OBS过程中，密钥和SK是否可以更换？显示安全性在通过API直接调用的方式使用OBS过程中，密钥和SK是否可以更换？在通过API直接调用的方式使用OBS过程中，密钥和SK是否可以更换？可以，在使用过程中，密钥和SK可以随时更换。
DPS可以调度哪些服务？	可以调度以下服务：
主机入侵检测是否收费？	此项服务目前是免费提供给用户使用的。
支持与限制的命令	用户在连接到后，需要关注以下支持以及限制的命令。表1支持命令列表命令类别名称
